item_name,grid_x,grid_y,pixel_x,pixel_y
Deathless Crossbow,27,3,1080,120
Quiver of Shrieking Specters,28,3,1120,120
Wraith's Brigandine,0,4,0,160
Revenant Ring,1,4,40,160
Quartermaster Scabbard,2,4,80,160
Spirit Dagger,3,4,120,160
Ghostly Prism,4,4,160,160
Spectral Cloth Armor,5,4,200,160
Captain's Ring,6,4,240,160
Quartermaster Scabbard (shiny),7,4,280,160
Spirit Dagger (shiny),8,4,320,160
Ghostly Prism (shiny),9,4,360,160
Spectral Cloth Armor (shiny),10,4,400,160
Pirate King's Cutlass,11,4,440,160
Wavecrest Concertina,12,4,480,160
Pirate King's Cutlass (shiny),13,4,520,160
Wavecrest Concertina (shiny),14,4,560,160
Swashbuckler's Sickle,15,4,600,160
Tricorne of the High Seas,16,4,640,160
Naval Uniform,17,4,680,160
First Mate's Hook,18,4,720,160
Soul's Guidance,19,4,760,160
Plague Poison,20,4,800,160
Resurrected Warrior's Armor,21,4,840,160
Amulet of Dispersion,22,4,880,160
Soul's Guidance (shiny),23,4,920,160
Plague Poison (shiny),24,4,960,160
Resurrected Warrior's Armor (shiny),25,4,1000,160
Amulet of Dispersion (shiny),26,4,1040,160
Etherite Dagger,27,4,1080,160
Ghastly Drape,28,4,1120,160
Mantle of Skuld,0,5,0,200
Spectral Ring of Horrors,1,5,40,200
B.O.W.,2,5,80,200
S.T.A.F.F.,3,5,120,200
Q.U.I.V.E.R.,4,5,160,200
S.H.E.A.T.H.,5,5,200,200
E.Y.E.,6,5,240,200
B.O.W. (shiny),7,5,280,200
S.T.A.F.F. (shiny),8,5,320,200
Q.U.I.V.E.R. (shiny),9,5,360,200
S.H.E.A.T.H. (shiny),10,5,400,200
E.Y.E. (shiny),11,5,440,200
C.L.A.W.,12,5,480,200
B.O.O.M.,13,5,520,200
A.R.M.O.R.,14,5,560,200
C.O.N.T.R.O.L.L.E.R.,15,5,600,200
Staff of Esben,16,5,640,200
Skullish Remains of Esben,17,5,680,200
Esben's Vows,18,5,720,200
Ase's Echo,19,5,760,200
Esben's Wedding Ring,20,5,800,200
Esben's Twisted Heart,21,5,840,200
Esben's Shaman Attire,22,5,880,200
Ase's Echo (shiny),23,5,920,200
Esben's Twisted Heart (shiny),24,5,960,200
Esben's Shaman Attire (shiny),25,5,1000,200
Dalvar's Battle Axe,26,5,1040,200
Sunken Buckler,27,5,1080,200
Chainmail Body Armor,28,5,1120,200
Gjallarhorn,0,6,0,240
Heartsteel Claymore,1,6,40,240
Symbol of the Lost,2,6,80,240
Hull of the Tundra,3,6,120,240
Frozen Heart,4,6,160,240
Iceborn Arsenal,5,6,200,240
Sublimation Sidearm,6,6,240,240
Retainer's Battlesuit,7,6,280,240
Legacy's Pendant,8,6,320,240
Overclocking Amulet,9,6,360,240
Steam Pipe,10,6,400,240
Kogbold Cower Shield,11,6,440,240
Chain Dagger,12,6,480,240
Laser Pointer,13,6,520,240
Scepter of Rust,14,6,560,240
Brain Cube,15,6,600,240
Kogbold Enhancement Core,16,6,640,240
Overclocking Amulet (shiny),17,6,680,240
Steam Pipe (shiny),18,6,720,240
Chain Dagger (shiny),19,6,760,240
Laser Pointer (shiny),20,6,800,240
Scepter of Rust (shiny),21,6,840,240
Brain Cube (shiny),22,6,880,240
Kogbold Enhancement Core (shiny),23,6,920,240
Kogbold Multitool,24,6,960,240
Kogbold Multitool (shiny),25,6,1000,240
Celestial Blade,26,6,1040,240
Leaf Dragon Hide Armor,27,6,1080,240
Water Dragon Silk Robe,28,6,1120,240
Fire Dragon Battle Armor,0,7,0,280
Midnight Star,1,7,40,280
Vision of Draconis,2,7,80,280
Draconic Insignia,3,7,120,280
Celestial Blade (shiny),4,7,160,280
Leaf Dragon Hide Armor (shiny),5,7,200,280
Water Dragon Silk Robe (shiny),6,7,240,280
Fire Dragon Battle Armor (shiny),7,7,280,280
Midnight Star (shiny),8,7,320,280
Vision of Draconis (shiny),9,7,360,280
Hailstorm,10,7,400,280
Thundering Chorus,11,7,440,280
Wind Dancer Robe,12,7,480,280
Augur of the Tempest,13,7,520,280
Earthen Ward,14,7,560,280
Stonemould Mace,15,7,600,280
Rocky Robe,16,7,640,280
Steadfast Glyph,17,7,680,280
Saif of the Deep,18,7,720,280
Loch Sheath,19,7,760,280
Barrier Reef,20,7,800,280
Alexander's Band,21,7,840,280
Indomptable,22,7,880,280
Helm of Draconic Dominance,23,7,920,280
Zaarvox's Heart,24,7,960,280
Amulet of Drakefyre,25,7,1000,280
Wakizashi of Crossing Fires,26,7,1040,280
Skull of Endless Torment,27,7,1080,280
Igneous Starblossom,28,7,1120,280
Skull of Endless Torment (shiny),0,8,0,320
Igneous Starblossom (shiny),1,8,40,320
Fiery Katana,2,8,80,320
Pyro Sheath,3,8,120,320
Flame Guard,4,8,160,320
Firelight Necklace,5,8,200,320
Sword of the Colossus,6,8,240,320
Marble Seal,7,8,280,320
Breastplate of New Life,8,8,320,320
Magical Lodestone,9,8,360,320
Sword of the Colossus (shiny),10,8,400,320
Marble Seal (shiny),11,8,440,320
Breastplate of New Life (shiny),12,8,480,320
Carved Golem Remains,13,8,520,320
Brain of the Golem,14,8,560,320
Golem Garments,15,8,600,320
Rusty Cuffs,16,8,640,320
Burial Blades,17,8,680,320
Staff of Unholy Sacrifice,18,8,720,320
Skull of Corrupted Souls,19,8,760,320
Ritual Robe,20,8,800,320
Bloodshed Ring,21,8,840,320
Burial Blades (shiny),22,8,880,320
Skull of Corrupted Souls (shiny),23,8,920,320
Ritual Robe (shiny),24,8,960,320
Bow of the Void,25,8,1000,320
Quiver of Shadows,26,8,1040,320
Armor of Nil,27,8,1080,320
Sourcestone,28,8,1120,320
Omnipotence Ring,0,9,0,360
Bow of the Void (shiny),1,9,40,360
Quiver of Shadows (shiny),2,9,80,360
Armor of Nil (shiny),3,9,120,360
Conducting Wand,4,9,160,360
Scepter of Fulmination,5,9,200,360
Robe of the Mad Scientist,6,9,240,360
Experimental Ring,7,9,280,360
Conducting Wand (shiny),8,9,320,360
Scepter of Fulmination (shiny),9,9,360,360
Robe of the Mad Scientist (shiny),10,9,400,360
Experimental Ring (shiny),11,9,440,360
Abomination's Wrath,12,9,480,360
Grotesque Scepter,13,9,520,360
Garment of the Beast,14,9,560,360
Horrific Claws,15,9,600,360
Spirit Staff,16,9,640,360
Enchantment Orb,17,9,680,360
Woodland Robe,18,9,720,360
Fairy Ring,19,9,760,360
Shield of Flowing Clarity,20,9,800,360
Spirit Staff (shiny),21,9,840,360
Enchantment Orb (shiny),22,9,880,360
Fairy Ring (shiny),23,9,920,360
Woodland Robe (shiny),24,9,960,360
Shield of Flowing Clarity (shiny),25,9,1000,360
Bergenia Bow,26,9,1040,360
Lifebringing Lotus,27,9,1080,360
Hollyhock Hide,28,9,1120,360
Chrysanthemum Corsage,0,10,0,400
Bone Dagger,1,10,40,400
Kyuuketsuki Hitogoroshi,2,10,80,400
St. Abraham's Wand,3,10,120,400
Tome of Purification,4,10,160,400
Chasuble of Holy Light,5,10,200,400
Ring of Divine Faith,6,10,240,400
Bone Dagger (shiny),7,10,280,400
St. Abraham's Wand (shiny),8,10,320,400
Tome of Purification (shiny),9,10,360,400
Chasuble of Holy Light (shiny),10,10,400,400
Ring of Divine Faith (shiny),11,10,440,400
Soulcursed Scythe,12,10,480,400
Vampiric Cape,13,10,520,400
Hallowed Hide,14,10,560,400
Ruthven's Rosary,15,10,600,400
Sage's Wakibiki,16,10,640,400
Ethereal Happi,17,10,680,400
Flowering Kimono,18,10,720,400
Rain Maker,19,10,760,400
Taiko Drums,20,10,800,400
Elegant Parasol,21,10,840,400
Makakoyumi,22,10,880,400
Tezutsu Hanabi,23,10,920,400
Kagenohikari,24,10,960,400
Concentrated Soul Fire,25,10,1000,400
Makakoyumi (shiny),26,10,1040,400
Master Fishing Rod,27,10,1080,400
Expert Fishing Rod,28,10,1120,400
Intermediate Fishing Rod,0,11,0,440
Wand of the Fallen,1,11,40,440
Orb of Aether,2,11,80,440
Jade Storm,3,11,120,440
Kaiken,4,11,160,440
Wand of the Fallen (shiny),5,11,200,440
Orb of Aether (shiny),6,11,240,440
Jade Storm (shiny),7,11,280,440
Kaiken (shiny),8,11,320,440
Kazekiri,9,11,360,440
Ryu's Blade,10,11,400,440
Kamishimo,11,11,440,440
Akuma's Tear,12,11,480,440
Coral Bow,13,11,520,440
Coral Venom Trap,14,11,560,440
Coral Silk Armor,15,11,600,440
Coral Ring,16,11,640,440
Sharktooth Sigil,17,11,680,440
Coral Bow (shiny),18,11,720,440
Coral Venom Trap (shiny),19,11,760,440
Coral Silk Armor (shiny),20,11,800,440
Coral Ring (shiny),21,11,840,440
Tideturner Trident,22,11,880,440
Slurpian Sea Scroll,23,11,920,440
Oceanic Apparel,24,11,960,440
Imperial Keepsake,25,11,1000,440
Ancient Stone Sword,26,11,1040,440
Spiteful Scutum,27,11,1080,440
Cloak of the Mad God,28,11,1120,440
Ancient Stone Sword (shiny),0,12,0,480
Spiteful Scutum (shiny),1,12,40,480
Cloak of the Mad God (shiny),2,12,80,480
Theurgy Wand,3,12,120,480
Ceremonial Merlot,4,12,160,480
Anointed Robe,5,12,200,480
Ring of Pagan Favor,6,12,240,480
Tome of Holy Furor,7,12,280,480
Oryx's Greatsword,8,12,320,480
Champion's Bastion,9,12,360,480
Mercy's Bane,10,12,400,480
Bloodstone Ring,11,12,440,480
Superior,12,12,480,480
Genesis Spell,13,12,520,480
Diplomatic Robe,14,12,560,480
Chancellor's Cranium,15,12,600,480
Superior (shiny),16,12,640,480
Genesis Spell (shiny),17,12,680,480
Diplomatic Robe (shiny),18,12,720,480
Chancellor's Cranium (shiny),19,12,760,480
Avarice,20,12,800,480
Gambler's Fate,21,12,840,480
Turncoat Cape,22,12,880,480
Collector's Monocle,23,12,920,480
Avarice (shiny),24,12,960,480
Gambler's Fate (shiny),25,12,1000,480
Turncoat Cape (shiny),26,12,1040,480
Collector's Monocle (shiny),27,12,1080,480
Lumiaire,28,12,1120,480
Chaotic Scripture,0,13,0,520
Vesture of Duality,1,13,40,520
Divine Coronation,2,13,80,520
Lumiaire (shiny),3,13,120,520
Chaotic Scripture (shiny),4,13,160,520
Vesture of Duality (shiny),5,13,200,520
Divine Coronation (shiny),6,13,240,520
Enforcer,7,13,280,520
Ballistic Star,8,13,320,520
Centaur's Shielding,9,13,360,520
Battalion Banner,10,13,400,520
Enforcer (shiny),11,13,440,520
Ballistic Star (shiny),12,13,480,520
Centaur's Shielding (shiny),13,13,520,520
Battalion Banner (shiny),14,13,560,520
Divinity,15,13,600,520
Oryx's Escutcheon,16,13,640,520
Gladiator Guard,17,13,680,520
Exalted God's Horn,18,13,720,520
Divinity (shiny),19,13,760,520
Oryx's Escutcheon (shiny),20,13,800,520
Gladiator Guard (shiny),21,13,840,520
Exalted God's Horn (shiny),22,13,880,520
Harmonious Harp,23,13,920,520
Angel's Fanfare,24,13,960,520
Wings of Sanctity,25,13,1000,520
Heavenly Halo,26,13,1040,520
Maw of Malignance,27,13,1080,520
Recurring Terror Spell,28,13,1120,520
Scepter of Devastation,0,14,0,560
Tome of Pain,1,14,40,560
Recurring Terror Spell (shiny),2,14,80,560
Scepter of Devastation (shiny),3,14,120,560
Tome of Pain (shiny),4,14,160,560
Symbiotic Ripper,5,14,200,560
Parasitic Concoction,6,14,240,560
Rags of the Host,7,14,280,560
Hivemind Circlet,8,14,320,560
Marionette Ravager,9,14,360,560
Prism of Dancing Swords,10,14,400,560
Harlequin Armor,11,14,440,560
Marionette Ravager (shiny),12,14,480,560
Prism of Dancing Swords (shiny),13,14,520,560
Harlequin Armor (shiny),14,14,560,560
Magic Wand,15,14,600,560
Lightshow Scepter,16,14,640,560
Magician's Robe,17,14,680,560
Performer's Hat,18,14,720,560
Thousand Shot,19,14,760,560
Prism of Dire Instability,20,14,800,560
Thousand Shot (shiny),21,14,840,560
Prism of Dire Instability (shiny),22,14,880,560
Tlatoani's Shroud,23,14,920,560
Tezcacoatl's Tail,24,14,960,560
Sealed Crystal Skull,25,14,1000,560
Penetrating Blast Spell,26,14,1040,560
Tlatoani's Shroud (shiny),27,14,1080,560
Tezcacoatl's Tail (shiny),28,14,1120,560
Sealed Crystal Skull (shiny),0,15,0,600
Penetrating Blast Spell (shiny),1,15,40,600
Reikoku,2,15,80,600
Daybreak Chakram,3,15,120,600
Hirejou Tenne,4,15,160,600
Heavenly Magatama,5,15,200,600
Snakeskin Shield,6,15,240,600
Wand of the Bulwark,7,15,280,600
Snake Charmer Pungi,8,15,320,600
Snakeskin Armor,9,15,360,600
Snake Eye Ring,10,15,400,600
Snakeskin Shield (shiny),11,15,440,600
Wand of the Bulwark (shiny),12,15,480,600
Snake Charmer Pungi (shiny),13,15,520,600
Snakeskin Armor (shiny),14,15,560,600
Snake Eye Ring (shiny),15,15,600,600
Tools of the Tarnished,16,15,640,600
Wretched Rags,17,15,680,600
Sinister Syringes,18,15,720,600
Cackling Straitjacket,19,15,760,600
Command Cornea,20,15,800,600
Ocular Entrapment,21,15,840,600
Overwhelming Axehead,22,15,880,600
Motivational Megaphone,23,15,920,600
Damnation,24,15,960,600
Vial of Soul Extract,25,15,1000,600
Tools of the Tarnished (shiny),26,15,1040,600
Ocular Entrapment (shiny),27,15,1080,600
Motivational Megaphone (shiny),28,15,1120,600
Damnation (shiny),0,16,0,640
Vial of Soul Extract (shiny),1,16,40,640
Staff of Extreme Prejudice,2,16,80,640
Cloak of the Planewalker,3,16,120,640
Mace of the Celestial Forest,4,16,160,640
Sprite Wand,5,16,200,640
Staff of Extreme Prejudice (shiny),6,16,240,640
Cloak of the Planewalker (shiny),7,16,280,640
Mace of the Celestial Forest (shiny),8,16,320,640
Sprite Wand (shiny),9,16,360,640
Sulfuric Stone,10,16,400,640
Bogwood Crook,11,16,440,640
Brambletooth Tachi,12,16,480,640
Warped Mantle,13,16,520,640
Thistleleaf Necklace,14,16,560,640
Bogwood Crook (shiny),15,16,600,640
Brambletooth Tachi (shiny),16,16,640,640
Warped Mantle (shiny),17,16,680,640
Thistleleaf Necklace (shiny),18,16,720,640
Silken Sigil,19,16,760,640
Spider Silk Bow,20,16,800,640
Doku No Ken,21,16,840,640
Mace of the Depths,22,16,880,640
Spider Silk Bow (shiny),23,16,920,640
Doku No Ken (shiny),24,16,960,640
Mace of the Depths (shiny),25,16,1000,640
Blue Beehemoth Armor,26,16,1040,640
Red Beehemoth Armor,27,16,1080,640
Yellow Beehemoth Armor,28,16,1120,640
Queen's Stinger,0,17,0,680
Combcutter Kunai,1,17,40,680
Swarmlord's Sigil,2,17,80,680
Hivemaster Helm,3,17,120,680
Hivemind Mace,4,17,160,680
Beekeeper's Flamethrower,5,17,200,680
Queen's Stinger (shiny),6,17,240,680
Hivemaster Helm (shiny),7,17,280,680
Beekeeper's Flamethrower (shiny),8,17,320,680
Nectar Crossfire,9,17,360,680
Honeytomb Snare,10,17,400,680
Apiary Armor,11,17,440,680
Honey Circlet,12,17,480,680
Green Beehemoth Armor,13,17,520,680
Green Beehemoth Quiver,14,17,560,680
Green Beehemoth Quiver (shiny),15,17,600,680
Royal Guard's Cuirass,16,17,640,680
Valor,17,17,680,680
Vanguard's Visage,18,17,720,680
Sentinel's Sidearm,19,17,760,680
Bracer of the Guardian,20,17,800,680
Vest of Abandoned Shadows,21,17,840,680
Dusky Catalyst,22,17,880,680
Primal Arcana,23,17,920,680
Polarity Poison,24,17,960,680
The Twilight Gemstone,25,17,1000,680
Mantle of the Monarchy,26,17,1040,680
Warmonger,27,17,1080,680
Peacekeeper,28,17,1120,680
Noble Mandolin,0,18,0,720
The Forgotten Crown,1,18,40,720
The Forgotten Ring,2,18,80,720
Chrysalis of Eternity,3,18,120,720
Royal Guard's Cuirass (shiny),4,18,160,720
Valor (shiny),5,18,200,720
Vanguard's Visage (shiny),6,18,240,720
Sentinel's Sidearm (shiny),7,18,280,720
Bracer of the Guardian (shiny),8,18,320,720
Vest of Abandoned Shadows (shiny),9,18,360,720
Dusky Catalyst (shiny),10,18,400,720
Primal Arcana (shiny),11,18,440,720
Polarity Poison (shiny),12,18,480,720
The Twilight Gemstone (shiny),13,18,520,720
Warmonger (shiny),14,18,560,720
Peacekeeper (shiny),15,18,600,720
Noble Mandolin (shiny),16,18,640,720
The Forgotten Crown (shiny),17,18,680,720
Corruption Tether,18,18,720,720
Ancient Eminence,19,18,760,720
Twilight Shroud,20,18,800,720
Defiled Equilibrium,21,18,840,720
Archangel's Judgement,22,18,880,720
Daevite Progenitor,23,18,920,720
Seraphim's Guard,24,18,960,720
Flames of Genesis,25,18,1000,720
Fallen One's Blade,26,18,1040,720
Abyssal Insignia,27,18,1080,720
Vortex Plating,28,18,1120,720
Eye of the Void,0,19,0,760
The Right Hook,1,19,40,760
Tipsy Topper,2,19,80,760
Double Vision Darts,3,19,120,760
Cask Corslet,4,19,160,760
Brewer's Bangle,5,19,200,760
The Right Hook (shiny),6,19,240,760
Tipsy Topper (shiny),7,19,280,760
Double Vision Darts (shiny),8,19,320,760
Cask Corslet (shiny),9,19,360,760
Brewer's Bangle (shiny),10,19,400,760
Shadow Serpent Sidearm,11,19,440,760
Cloak of Cubic Enigma,12,19,480,760
Seal of Cubic Conundra,13,19,520,760
Cloak of Cubic Enigma (shiny),14,19,560,760
Seal of Cubic Conundra (shiny),15,19,600,760
Squaroid Staff,16,19,640,760
Cubic Frame,17,19,680,760
Polygonal Garbs,18,19,720,760
Cuband,19,19,760,760
Ring of the Pyramid,20,19,800,760
Ring of the Sphinx,21,19,840,760
Ring of the Nile,22,19,880,760
Tome of Holy Protection,23,19,920,760
Pharaoh's Requiem,24,19,960,760
Ring of the Pyramid (shiny),25,19,1000,760
Ring of the Sphinx (shiny),26,19,1040,760
Ring of the Nile (shiny),27,19,1080,760
Tome of Holy Protection (shiny),28,19,1120,760
Pharaoh's Requiem (shiny),0,20,0,800
Wand of Geb,1,20,40,800
Book of Geb,2,20,80,800
Shendyt of Geb,3,20,120,800
Geb's Ring of Wisdom,4,20,160,800
Void Blade,5,20,200,800
Murky Toxin,6,20,240,800
Void Blade (shiny),7,20,280,800
Murky Toxin (shiny),8,20,320,800
Toxin Tooth,9,20,360,800
Virulent Venom,10,20,400,800
Acidic Armor,11,20,440,800
Pernicious Peridot,12,20,480,800
Doom Bow,13,20,520,800
Spectral Sword,14,20,560,800
Wandering Souls Spell,15,20,600,800
Ring of Skeletal Specters,16,20,640,800
Doom Bow (shiny),17,20,680,800
Spectral Sword (shiny),18,20,720,800
Wandering Souls Spell (shiny),19,20,760,800
Ring of Skeletal Specters (shiny),20,20,800,800
Edictum Praetoris,21,20,840,800
Toga Picta,22,20,880,800
Memento Mori,23,20,920,800
Interregnum,24,20,960,800
Spirit's Bane,25,20,1000,800
Bow of the Morning Star,26,20,1040,800
Leaf Bow,27,20,1080,800
Elder Heartwood Staff,28,20,1120,800
Wakizashi of Eastern Winds,0,21,0,840
Labyrinth Dweller's Sheath,1,21,40,840
Leaf Bow (shiny),2,21,80,840
Wakizashi of Eastern Winds (shiny),3,21,120,840
Labyrinth Dweller's Sheath (shiny),4,21,160,840
Corsair Ring,5,21,200,840
Corsair Ring (shiny),6,21,240,840
Bramble Bow,7,21,280,840
Cocoon Quiver,8,21,320,840
Cocoon Quiver (shiny),9,21,360,840
Bramble Bow (shiny),10,21,400,840
Poison Fang Dagger,11,21,440,840
Spider Shuriken,12,21,480,840
Spider's Eye Ring,13,21,520,840
Spider's Eye Ring (shiny),14,21,560,840
Spider Shuriken (shiny),15,21,600,840
Poison Fang Dagger (shiny),16,21,640,840
Staff of the Crystal Serpent,17,21,680,840
Cracked Crystal Skull,18,21,720,840
Robe of the Tlatoani,19,21,760,840
Crystal Bone Ring,20,21,800,840
Crystal Bone Ring (shiny),21,21,840,840
Robe of the Tlatoani (shiny),22,21,880,840
Cracked Crystal Skull (shiny),23,21,920,840
Staff of the Crystal Serpent (shiny),24,21,960,840
Orb of Sweet Demise,25,21,1000,840
Honey Scepter,26,21,1040,840
Honey Scepter (shiny),27,21,1080,840
Orb of Sweet Demise (shiny),28,21,1120,840
Barnacle Basher,0,22,0,880
Yellow Beehemoth Quiver,1,22,40,880
Red Beehemoth Quiver,2,22,80,880
Blue Beehemoth Quiver,3,22,120,880
Cloak of Bloody Surprises,4,22,160,880
Crystallised Fang's Venom,5,22,200,880
Dirk of Cronus,6,22,240,880
Hama Yumi,7,22,280,880
Helm of the Juggernaut,8,22,320,880
Jailer's Scythe,9,22,360,880
Kageboshi,10,22,400,880
Orb of Conflict,11,22,440,880
Quiver of Thunder,12,22,480,880
Ray Katana,13,22,520,880
Seal of Blasphemous Prayer,14,22,560,880
Shield of Ogmur,15,22,600,880
Tablet of the King's Avatar,16,22,640,880
Token of Warmth,17,22,680,880
Token of Happiness,18,22,720,880
Trap of the Vile Spirit,19,22,760,880
Mighty Stein,20,22,800,880
Deadly Keg,21,22,840,880
Greaterhosen,22,22,880,880
Crystal Sword,23,22,920,880
Crystal Wand,24,22,960,880
Crystal Sword (shiny),25,22,1000,880
Quiver of Thunder (shiny),26,22,1040,880
Orb of Conflict (shiny),27,22,1080,880
Dirk of Cronus (shiny),28,22,1120,880
Trap of the Vile Spirit (shiny),0,23,0,920
Greaterhosen (shiny),1,23,40,920
Helm of the Juggernaut (shiny),2,23,80,920
Ray Katana (shiny),3,23,120,920
Seal of Blasphemous Prayer (shiny),4,23,160,920
Deadly Keg (shiny),5,23,200,920
Mighty Stein (shiny),6,23,240,920
Barnacle Basher (shiny),7,23,280,920
Jailer's Scythe (shiny),8,23,320,920
Cloak of Bloody Surprises (shiny),9,23,360,920
Adventurer's Scarf,10,23,400,920
Torrential Staff,11,23,440,920
Celestial Recurve,12,23,480,920
Mace of the Pumpkin Effigy,13,23,520,920
Pirate's Artillery,14,23,560,920
Skull of Restless Souls,15,23,600,920
Doom's Emblem,16,23,640,920
Cavalry Lance,17,23,680,920
Cloak of the Deep,18,23,720,920
Evolutionary Records,19,23,760,920
Pollen Incendiary,20,23,800,920
Bloodbath Blade,21,23,840,920
Runes of Knowledge,22,23,880,920
Kendo Stick (shiny),23,23,920,920
Jewel Eye Katana (shiny),24,23,960,920
Watarimono,25,23,1000,920
Kiritsukeru,26,23,1040,920
Reinforced Root Armor,27,23,1080,920
Traveler's Trinket,28,23,1120,920
The Phylactery,0,24,0,960
Soul of the Bearer,1,24,40,960
Soulless Robe,2,24,80,960
Ring of the Covetous Heart,3,24,120,960
Mister Mango,4,24,160,960
Butter Bow,5,24,200,960
K.I.D.D. Force,6,24,240,960
Caduceus of Current Craziness,7,24,280,960
MMace MMurderer,8,24,320,960
Blade of Ages,9,24,360,960
Groovy Mango,10,24,400,960
Baked Bow,11,24,440,960
Caduceus Of Enlightened Chaos,12,24,480,960
K.I.D.D. Force 2.0,13,24,520,960
FFabulous FFlail,14,24,560,960
Blade of Blooming,15,24,600,960
Mirror Cloak,16,24,640,960
Archerang,17,24,680,960
Spelling Spell,18,24,720,960
Tome of Moral Support,19,24,760,960
Challenger Helm,20,24,800,960
Shield of Pogmur,21,24,840,960
Seal of Eternal Life,22,24,880,960
Lightning in a Bottle,23,24,920,960
Epiphany Skull,24,24,960,960
Helium Trap,25,24,1000,960
Karma Orb,26,24,1040,960
Fool's Prism,27,24,1080,960
