item_name,grid_x,grid_y,pixel_x,pixel_y
Ronin's Wakizashi,20,3,800,120
Corruption Cutter,21,3,840,120
Necronomicon (shiny),22,3,880,120
Scholar's Seal (shiny),23,3,920,120
Ronin's Wakizashi (shiny),24,3,960,120
Corruption Cutter (shiny),25,3,1000,120
Deathless Crossbow,26,3,1040,120
Quiver of Shrieking Specters,27,3,1080,120
Wraith's Brigandine,28,3,1120,120
Revenant Ring,29,3,1160,120
Cultured Bookwyrm Pet Skin,30,3,1200,120
Quartermaster Scabbard,0,4,0,160
Spirit Dagger,1,4,40,160
Ghostly Prism,2,4,80,160
Spectral Cloth Armor,3,4,120,160
Captain's Ring,4,4,160,160
Quartermaster Scabbard (shiny),5,4,200,160
Spirit Dagger (shiny),6,4,240,160
Ghostly Prism (shiny),7,4,280,160
Spectral Cloth Armor (shiny),8,4,320,160
Spirit Pet Skin,9,4,360,160
Pirate King's Cutlass,10,4,400,160
Wavecrest Concertina,11,4,440,160
Pirate King's Cutlass (shiny),12,4,480,160
Wavecrest Concertina (shiny),13,4,520,160
Swashbuckler's Sickle,14,4,560,160
Tricorne of the High Seas,15,4,600,160
Naval Uniform,16,4,640,160
First Mate's Hook,17,4,680,160
Soul's Guidance,18,4,720,160
Plague Poison,19,4,760,160
Resurrected Warrior's Armor,20,4,800,160
Amulet of Dispersion,21,4,840,160
Soul's Guidance (shiny),22,4,880,160
Plague Poison (shiny),23,4,920,160
Resurrected Warrior's Armor (shiny),24,4,960,160
Amulet of Dispersion (shiny),25,4,1000,160
Etherite Dagger,26,4,1040,160
Ghastly Drape,27,4,1080,160
Mantle of Skuld,28,4,1120,160
Spectral Ring of Horrors,29,4,1160,160
Werewolf Cub Pet Skin,30,4,1200,160
B.O.W.,0,5,0,200
S.T.A.F.F.,1,5,40,200
Q.U.I.V.E.R.,2,5,80,200
S.H.E.A.T.H.,3,5,120,200
E.Y.E.,4,5,160,200
B.O.W. (shiny),5,5,200,200
S.T.A.F.F. (shiny),6,5,240,200
Q.U.I.V.E.R. (shiny),7,5,280,200
S.H.E.A.T.H. (shiny),8,5,320,200
E.Y.E. (shiny),9,5,360,200
C.L.A.W.,10,5,400,200
B.O.O.M.,11,5,440,200
A.R.M.O.R.,12,5,480,200
C.O.N.T.R.O.L.L.E.R.,13,5,520,200
Staff of Esben,14,5,560,200
Skullish Remains of Esben,15,5,600,200
Esben's Vows,16,5,640,200
Ase's Echo,17,5,680,200
Esben's Wedding Ring,18,5,720,200
Esben's Twisted Heart,19,5,760,200
Esben's Shaman Attire,20,5,800,200
Ase's Echo (shiny),21,5,840,200
Esben's Twisted Heart (shiny),22,5,880,200
Esben's Shaman Attire (shiny),23,5,920,200
Dalvar's Battle Axe,24,5,960,200
Sunken Buckler,25,5,1000,200
Chainmail Body Armor,26,5,1040,200
Gjallarhorn,27,5,1080,200
Heartsteel Claymore,28,5,1120,200
Symbol of the Lost,29,5,1160,200
Hull of the Tundra,30,5,1200,200
Frozen Heart,0,6,0,240
Iceborn Arsenal,1,6,40,240
Sublimation Sidearm,2,6,80,240
Retainer's Battlesuit,3,6,120,240
Legacy's Pendant,4,6,160,240
Overclocking Amulet,5,6,200,240
Steam Pipe,6,6,240,240
Kogbold Cower Shield,7,6,280,240
Chain Dagger,8,6,320,240
Laser Pointer,9,6,360,240
Scepter of Rust,10,6,400,240
Brain Cube,11,6,440,240
Kogbold Enhancement Core,12,6,480,240
Overclocking Amulet (shiny),13,6,520,240
Steam Pipe (shiny),14,6,560,240
Chain Dagger (shiny),15,6,600,240
Laser Pointer (shiny),16,6,640,240
Scepter of Rust (shiny),17,6,680,240
Brain Cube (shiny),18,6,720,240
Kogbold Enhancement Core (shiny),19,6,760,240
Kogbold Multitool,20,6,800,240
Kogbold Multitool (shiny),21,6,840,240
Celestial Blade,22,6,880,240
Leaf Dragon Hide Armor,23,6,920,240
Water Dragon Silk Robe,24,6,960,240
Fire Dragon Battle Armor,25,6,1000,240
Midnight Star,26,6,1040,240
Vision of Draconis,27,6,1080,240
Draconic Insignia,28,6,1120,240
Celestial Blade (shiny),29,6,1160,240
Leaf Dragon Hide Armor (shiny),30,6,1200,240
Water Dragon Silk Robe (shiny),0,7,0,280
Fire Dragon Battle Armor (shiny),1,7,40,280
Midnight Star (shiny),2,7,80,280
Vision of Draconis (shiny),3,7,120,280
Hailstorm,4,7,160,280
Thundering Chorus,5,7,200,280
Wind Dancer Robe,6,7,240,280
Augur of the Tempest,7,7,280,280
Earthen Ward,8,7,320,280
Stonemould Mace,9,7,360,280
Rocky Robe,10,7,400,280
Steadfast Glyph,11,7,440,280
Saif of the Deep,12,7,480,280
Loch Sheath,13,7,520,280
Barrier Reef,14,7,560,280
Alexander's Band,15,7,600,280
Indomptable,16,7,640,280
Helm of Draconic Dominance,17,7,680,280
Zaarvox's Heart,18,7,720,280
Amulet of Drakefyre,19,7,760,280
Mini Nikao Pet Skin,20,7,800,280
Wakizashi of Crossing Fires,21,7,840,280
Skull of Endless Torment,22,7,880,280
Igneous Starblossom,23,7,920,280
Skull of Endless Torment (shiny),24,7,960,280
Igneous Starblossom (shiny),25,7,1000,280
Fiery Katana,26,7,1040,280
Pyro Sheath,27,7,1080,280
Flame Guard,28,7,1120,280
Firelight Necklace,29,7,1160,280
Sword of the Colossus,30,7,1200,280
Marble Seal,0,8,0,320
Breastplate of New Life,1,8,40,320
Magical Lodestone,2,8,80,320
Sword of the Colossus (shiny),3,8,120,320
Marble Seal (shiny),4,8,160,320
Breastplate of New Life (shiny),5,8,200,320
Carved Golem Remains,6,8,240,320
Brain of the Golem,7,8,280,320
Golem Garments,8,8,320,320
Rusty Cuffs,9,8,360,320
Burial Blades,10,8,400,320
Staff of Unholy Sacrifice,11,8,440,320
Skull of Corrupted Souls,12,8,480,320
Ritual Robe,13,8,520,320
Bloodshed Ring,14,8,560,320
Burial Blades (shiny),15,8,600,320
Skull of Corrupted Souls (shiny),16,8,640,320
Ritual Robe (shiny),17,8,680,320
Bow of the Void,18,8,720,320
Quiver of Shadows,19,8,760,320
Armor of Nil,20,8,800,320
Sourcestone,21,8,840,320
Omnipotence Ring,22,8,880,320
Bow of the Void (shiny),23,8,920,320
Quiver of Shadows (shiny),24,8,960,320
Armor of Nil (shiny),25,8,1000,320
Conducting Wand,26,8,1040,320
Scepter of Fulmination,27,8,1080,320
Robe of the Mad Scientist,28,8,1120,320
Experimental Ring,29,8,1160,320
Conducting Wand (shiny),30,8,1200,320
Scepter of Fulmination (shiny),0,9,0,360
Robe of the Mad Scientist (shiny),1,9,40,360
Experimental Ring (shiny),2,9,80,360
Abomination's Wrath,3,9,120,360
Grotesque Scepter,4,9,160,360
Garment of the Beast,5,9,200,360
Horrific Claws,6,9,240,360
Spirit Staff,7,9,280,360
Enchantment Orb,8,9,320,360
Woodland Robe,9,9,360,360
Fairy Ring,10,9,400,360
Shield of Flowing Clarity,11,9,440,360
Spirit Staff (shiny),12,9,480,360
Enchantment Orb (shiny),13,9,520,360
Fairy Ring (shiny),14,9,560,360
Woodland Robe (shiny),15,9,600,360
Shield of Flowing Clarity (shiny),16,9,640,360
Bergenia Bow,17,9,680,360
Lifebringing Lotus,18,9,720,360
Hollyhock Hide,19,9,760,360
Chrysanthemum Corsage,20,9,800,360
Fountain Child Pet Skin,21,9,840,360
Bone Dagger,22,9,880,360
Kyuuketsuki Hitogoroshi,23,9,920,360
St. Abraham's Wand,24,9,960,360
Tome of Purification,25,9,1000,360
Chasuble of Holy Light,26,9,1040,360
Ring of Divine Faith,27,9,1080,360
Bone Dagger (shiny),28,9,1120,360
St. Abraham's Wand (shiny),29,9,1160,360
Tome of Purification (shiny),30,9,1200,360
Chasuble of Holy Light (shiny),0,10,0,400
Ring of Divine Faith (shiny),1,10,40,400
Soulcursed Scythe,2,10,80,400
Vampiric Cape,3,10,120,400
Hallowed Hide,4,10,160,400
Ruthven's Rosary,5,10,200,400
Sage's Wakibiki,6,10,240,400
Ethereal Happi,7,10,280,400
Flowering Kimono,8,10,320,400
Rain Maker,9,10,360,400
Taiko Drums,10,10,400,400
Elegant Parasol,11,10,440,400
Makakoyumi,12,10,480,400
Tezutsu Hanabi,13,10,520,400
Kagenohikari,14,10,560,400
Concentrated Soul Fire,15,10,600,400
Makakoyumi (shiny),16,10,640,400
Master Fishing Rod,17,10,680,400
Expert Fishing Rod,18,10,720,400
Intermediate Fishing Rod,19,10,760,400
Wand of the Fallen,20,10,800,400
Orb of Aether,21,10,840,400
Jade Storm,22,10,880,400
Kaiken,23,10,920,400
Wand of the Fallen (shiny),24,10,960,400
Orb of Aether (shiny),25,10,1000,400
Jade Storm (shiny),26,10,1040,400
Kaiken (shiny),27,10,1080,400
Kazekiri,28,10,1120,400
Ryu's Blade,29,10,1160,400
Kamishimo,30,10,1200,400
Akuma's Tear,0,11,0,440
Coral Bow,1,11,40,440
Coral Venom Trap,2,11,80,440
Coral Silk Armor,3,11,120,440
Coral Ring,4,11,160,440
Sharktooth Sigil,5,11,200,440
Coral Bow (shiny),6,11,240,440
Coral Venom Trap (shiny),7,11,280,440
Coral Silk Armor (shiny),8,11,320,440
Coral Ring (shiny),9,11,360,440
Tideturner Trident,10,11,400,440
Slurpian Sea Scroll,11,11,440,440
Oceanic Apparel,12,11,480,440
Imperial Keepsake,13,11,520,440
Ancient Stone Sword,14,11,560,440
Spiteful Scutum,15,11,600,440
Cloak of the Mad God,16,11,640,440
Ancient Stone Sword (shiny),17,11,680,440
Spiteful Scutum (shiny),18,11,720,440
Cloak of the Mad God (shiny),19,11,760,440
Theurgy Wand,20,11,800,440
Ceremonial Merlot,21,11,840,440
Anointed Robe,22,11,880,440
Ring of Pagan Favor,23,11,920,440
Tome of Holy Furor,24,11,960,440
Oryx's Greatsword,25,11,1000,440
Champion's Bastion,26,11,1040,440
Mercy's Bane,27,11,1080,440
Bloodstone Ring,28,11,1120,440
Superior,29,11,1160,440
Genesis Spell,30,11,1200,440
Diplomatic Robe,0,12,0,480
Chancellor's Cranium,1,12,40,480
Superior (shiny),2,12,80,480
Genesis Spell (shiny),3,12,120,480
Diplomatic Robe (shiny),4,12,160,480
Chancellor's Cranium (shiny),5,12,200,480
Avarice,6,12,240,480
Gambler's Fate,7,12,280,480
Turncoat Cape,8,12,320,480
Collector's Monocle,9,12,360,480
Avarice (shiny),10,12,400,480
Gambler's Fate (shiny),11,12,440,480
Turncoat Cape (shiny),12,12,480,480
Collector's Monocle (shiny),13,12,520,480
Lumiaire,14,12,560,480
Chaotic Scripture,15,12,600,480
Vesture of Duality,16,12,640,480
Divine Coronation,17,12,680,480
Lumiaire (shiny),18,12,720,480
Chaotic Scripture (shiny),19,12,760,480
Vesture of Duality (shiny),20,12,800,480
Divine Coronation (shiny),21,12,840,480
Enforcer,22,12,880,480
Ballistic Star,23,12,920,480
Centaur's Shielding,24,12,960,480
Battalion Banner,25,12,1000,480
Enforcer (shiny),26,12,1040,480
Ballistic Star (shiny),27,12,1080,480
Centaur's Shielding (shiny),28,12,1120,480
Battalion Banner (shiny),29,12,1160,480
Divinity,30,12,1200,480
Oryx's Escutcheon,0,13,0,520
Gladiator Guard,1,13,40,520
Exalted God's Horn,2,13,80,520
Divinity (shiny),3,13,120,520
Oryx's Escutcheon (shiny),4,13,160,520
Gladiator Guard (shiny),5,13,200,520
Exalted God's Horn (shiny),6,13,240,520
Harmonious Harp,7,13,280,520
Angel's Fanfare,8,13,320,520
Wings of Sanctity,9,13,360,520
Heavenly Halo,10,13,400,520
Maw of Malignance,11,13,440,520
Recurring Terror Spell,12,13,480,520
Scepter of Devastation,13,13,520,520
Tome of Pain,14,13,560,520
Recurring Terror Spell (shiny),15,13,600,520
Scepter of Devastation (shiny),16,13,640,520
Tome of Pain (shiny),17,13,680,520
Symbiotic Ripper,18,13,720,520
Parasitic Concoction,19,13,760,520
Rags of the Host,20,13,800,520
Hivemind Circlet,21,13,840,520
Marionette Ravager,22,13,880,520
Prism of Dancing Swords,23,13,920,520
Harlequin Armor,24,13,960,520
Marionette Ravager (shiny),25,13,1000,520
Prism of Dancing Swords (shiny),26,13,1040,520
Harlequin Armor (shiny),27,13,1080,520
Magic Wand,28,13,1120,520
Lightshow Scepter,29,13,1160,520
Magician's Robe,30,13,1200,520
Performer's Hat,0,14,0,560
Thousand Shot,1,14,40,560
Prism of Dire Instability,2,14,80,560
Thousand Shot (shiny),3,14,120,560
Prism of Dire Instability (shiny),4,14,160,560
Jaco Pet Skin,5,14,200,560
Tlatoani's Shroud,6,14,240,560
Tezcacoatl's Tail,7,14,280,560
Sealed Crystal Skull,8,14,320,560
Penetrating Blast Spell,9,14,360,560
Tlatoani's Shroud (shiny),10,14,400,560
Tezcacoatl's Tail (shiny),11,14,440,560
Sealed Crystal Skull (shiny),12,14,480,560
Penetrating Blast Spell (shiny),13,14,520,560
Reikoku,14,14,560,560
Daybreak Chakram,15,14,600,560
Hirejou Tenne,16,14,640,560
Heavenly Magatama,17,14,680,560
Snakeskin Shield,18,14,720,560
Wand of the Bulwark,19,14,760,560
Snake Charmer Pungi,20,14,800,560
Snakeskin Armor,21,14,840,560
Snake Eye Ring,22,14,880,560
Snakeskin Shield (shiny),23,14,920,560
Wand of the Bulwark (shiny),24,14,960,560
Snake Charmer Pungi (shiny),25,14,1000,560
Snakeskin Armor (shiny),26,14,1040,560
Snake Eye Ring (shiny),27,14,1080,560
Mini Flying Stheno Pet Skin,28,14,1120,560
Tools of the Tarnished,29,14,1160,560
Wretched Rags,30,14,1200,560
Sinister Syringes,0,15,0,600
Cackling Straitjacket,1,15,40,600
Command Cornea,2,15,80,600
Ocular Entrapment,3,15,120,600
Overwhelming Axehead,4,15,160,600
Motivational Megaphone,5,15,200,600
Damnation,6,15,240,600
Vial of Soul Extract,7,15,280,600
Tools of the Tarnished (shiny),8,15,320,600
Ocular Entrapment (shiny),9,15,360,600
Motivational Megaphone (shiny),10,15,400,600
Damnation (shiny),11,15,440,600
Vial of Soul Extract (shiny),12,15,480,600
Staff of Extreme Prejudice,13,15,520,600
Cloak of the Planewalker,14,15,560,600
Mace of the Celestial Forest,15,15,600,600
Sprite Wand,16,15,640,600
Staff of Extreme Prejudice (shiny),17,15,680,600
Cloak of the Planewalker (shiny),18,15,720,600
Mace of the Celestial Forest (shiny),19,15,760,600
Sprite Wand (shiny),20,15,800,600
Sprite Star Pet Skin,21,15,840,600
Sulfuric Stone,22,15,880,600
Bogwood Crook,23,15,920,600
Brambletooth Tachi,24,15,960,600
Warped Mantle,25,15,1000,600
Thistleleaf Necklace,26,15,1040,600
Bogwood Crook (shiny),27,15,1080,600
Brambletooth Tachi (shiny),28,15,1120,600
Warped Mantle (shiny),29,15,1160,600
Thistleleaf Necklace (shiny),30,15,1200,600
Silken Sigil,0,16,0,640
Spider Silk Bow,1,16,40,640
Doku No Ken,2,16,80,640
Mace of the Depths,3,16,120,640
Spider Silk Bow (shiny),4,16,160,640
Doku No Ken (shiny),5,16,200,640
Mace of the Depths (shiny),6,16,240,640
Blue Beehemoth Armor,7,16,280,640
Red Beehemoth Armor,8,16,320,640
Yellow Beehemoth Armor,9,16,360,640
Queen's Stinger,10,16,400,640
Combcutter Kunai,11,16,440,640
Swarmlord's Sigil,12,16,480,640
Hivemaster Helm,13,16,520,640
Hivemind Mace,14,16,560,640
Beekeeper's Flamethrower,15,16,600,640
Queen's Stinger (shiny),16,16,640,640
Hivemaster Helm (shiny),17,16,680,640
Beekeeper's Flamethrower (shiny),18,16,720,640
Nectar Crossfire,19,16,760,640
Honeytomb Snare,20,16,800,640
Apiary Armor,21,16,840,640
Honey Circlet,22,16,880,640
Green Beehemoth Armor,23,16,920,640
Green Beehemoth Quiver,24,16,960,640
Green Beehemoth Quiver (shiny),25,16,1000,640
Royal Guard's Cuirass,26,16,1040,640
Valor,27,16,1080,640
Vanguard's Visage,28,16,1120,640
Sentinel's Sidearm,29,16,1160,640
Bracer of the Guardian,30,16,1200,640
Vest of Abandoned Shadows,0,17,0,680
Dusky Catalyst,1,17,40,680
Primal Arcana,2,17,80,680
Polarity Poison,3,17,120,680
The Twilight Gemstone,4,17,160,680
Mantle of the Monarchy,5,17,200,680
Warmonger,6,17,240,680
Peacekeeper,7,17,280,680
Noble Mandolin,8,17,320,680
The Forgotten Crown,9,17,360,680
The Forgotten Ring,10,17,400,680
Chrysalis of Eternity,11,17,440,680
Royal Guard's Cuirass (shiny),12,17,480,680
Valor (shiny),13,17,520,680
Vanguard's Visage (shiny),14,17,560,680
Sentinel's Sidearm (shiny),15,17,600,680
Bracer of the Guardian (shiny),16,17,640,680
Vest of Abandoned Shadows (shiny),17,17,680,680
Dusky Catalyst (shiny),18,17,720,680
Primal Arcana (shiny),19,17,760,680
Polarity Poison (shiny),20,17,800,680
The Twilight Gemstone (shiny),21,17,840,680
Warmonger (shiny),22,17,880,680
Peacekeeper (shiny),23,17,920,680
Noble Mandolin (shiny),24,17,960,680
The Forgotten Crown (shiny),25,17,1000,680
Corruption Tether,26,17,1040,680
Ancient Eminence,27,17,1080,680
Twilight Shroud,28,17,1120,680
Defiled Equilibrium,29,17,1160,680
Archangel's Judgement,30,17,1200,680
Daevite Progenitor,0,18,0,720
Seraphim's Guard,1,18,40,720
Flames of Genesis,2,18,80,720
Fallen One's Blade,3,18,120,720
Abyssal Insignia,4,18,160,720
Vortex Plating,5,18,200,720
Eye of the Void,6,18,240,720
The Right Hook,7,18,280,720
Tipsy Topper,8,18,320,720
Double Vision Darts,9,18,360,720
Cask Corslet,10,18,400,720
Brewer's Bangle,11,18,440,720
The Right Hook (shiny),12,18,480,720
Tipsy Topper (shiny),13,18,520,720
Double Vision Darts (shiny),14,18,560,720
Cask Corslet (shiny),15,18,600,720
Brewer's Bangle (shiny),16,18,640,720
Shadow Serpent Sidearm,17,18,680,720
Cloak of Cubic Enigma,18,18,720,720
Seal of Cubic Conundra,19,18,760,720
Cloak of Cubic Enigma (shiny),20,18,800,720
Seal of Cubic Conundra (shiny),21,18,840,720
Squaroid Staff,22,18,880,720
Cubic Frame,23,18,920,720
Polygonal Garbs,24,18,960,720
Cuband,25,18,1000,720
Ring of the Pyramid,26,18,1040,720
Ring of the Sphinx,27,18,1080,720
Ring of the Nile,28,18,1120,720
Tome of Holy Protection,29,18,1160,720
Pharaoh's Requiem,30,18,1200,720
Ring of the Pyramid (shiny),0,19,0,760
Ring of the Sphinx (shiny),1,19,40,760
Ring of the Nile (shiny),2,19,80,760
Tome of Holy Protection (shiny),3,19,120,760
Pharaoh's Requiem (shiny),4,19,160,760
Wand of Geb,5,19,200,760
Book of Geb,6,19,240,760
Shendyt of Geb,7,19,280,760
Geb's Ring of Wisdom,8,19,320,760
Void Blade,9,19,360,760
Murky Toxin,10,19,400,760
Void Blade (shiny),11,19,440,760
Murky Toxin (shiny),12,19,480,760
Toxin Tooth,13,19,520,760
Virulent Venom,14,19,560,760
Acidic Armor,15,19,600,760
Pernicious Peridot,16,19,640,760
Doom Bow,17,19,680,760
Spectral Sword,18,19,720,760
Wandering Souls Spell,19,19,760,760
Ring of Skeletal Specters,20,19,800,760
Doom Bow (shiny),21,19,840,760
Spectral Sword (shiny),22,19,880,760
Wandering Souls Spell (shiny),23,19,920,760
Ring of Skeletal Specters (shiny),24,19,960,760
Edictum Praetoris,25,19,1000,760
Toga Picta,26,19,1040,760
Memento Mori,27,19,1080,760
Interregnum,28,19,1120,760
Possessed Staff Pet Skin,29,19,1160,760
Spirit's Bane,30,19,1200,760
Bow of the Morning Star,0,20,0,800
Leaf Bow,1,20,40,800
Elder Heartwood Staff,2,20,80,800
Wakizashi of Eastern Winds,3,20,120,800
Labyrinth Dweller's Sheath,4,20,160,800
Leaf Bow (shiny),5,20,200,800
Wakizashi of Eastern Winds (shiny),6,20,240,800
Labyrinth Dweller's Sheath (shiny),7,20,280,800
Corsair Ring,8,20,320,800
Corsair Ring (shiny),9,20,360,800
Scallywag Slurp Pet Skin,10,20,400,800
Bramble Bow,11,20,440,800
Cocoon Quiver,12,20,480,800
Cocoon Quiver (shiny),13,20,520,800
Bramble Bow (shiny),14,20,560,800
Sapling Buddy Pet Skin,15,20,600,800
Poison Fang Dagger,16,20,640,800
Spider Shuriken,17,20,680,800
Spider's Eye Ring,18,20,720,800
Spider's Eye Ring (shiny),19,20,760,800
Spider Shuriken (shiny),20,20,800,800
Poison Fang Dagger (shiny),21,20,840,800
Eggshell Spider Pet Skin,22,20,880,800
Staff of the Crystal Serpent,23,20,920,800
Cracked Crystal Skull,24,20,960,800
Robe of the Tlatoani,25,20,1000,800
Crystal Bone Ring,26,20,1040,800
Crystal Bone Ring (shiny),27,20,1080,800
Robe of the Tlatoani (shiny),28,20,1120,800
Cracked Crystal Skull (shiny),29,20,1160,800
Staff of the Crystal Serpent (shiny),30,20,1200,800
Baby Basilisk Pet Skin,0,21,0,840
Orb of Sweet Demise,1,21,40,840
Honey Scepter,2,21,80,840
Honey Scepter (shiny),3,21,120,840
Orb of Sweet Demise (shiny),4,21,160,840
Barnacle Basher,5,21,200,840
Yellow Beehemoth Quiver,6,21,240,840
Red Beehemoth Quiver,7,21,280,840
Blue Beehemoth Quiver,8,21,320,840
Cloak of Bloody Surprises,9,21,360,840
Crystallised Fang's Venom,10,21,400,840
Dirk of Cronus,11,21,440,840
Hama Yumi,12,21,480,840
Helm of the Juggernaut,13,21,520,840
Jailer's Scythe,14,21,560,840
Kageboshi,15,21,600,840
Orb of Conflict,16,21,640,840
Quiver of Thunder,17,21,680,840
Ray Katana,18,21,720,840
Seal of Blasphemous Prayer,19,21,760,840
Shield of Ogmur,20,21,800,840
Tablet of the King's Avatar,21,21,840,840
Token of Warmth,22,21,880,840
Token of Happiness,23,21,920,840
Trap of the Vile Spirit,24,21,960,840
Mighty Stein,25,21,1000,840
Deadly Keg,26,21,1040,840
Greaterhosen,27,21,1080,840
Crystal Sword,28,21,1120,840
Crystal Wand,29,21,1160,840
Crystal Sword (shiny),30,21,1200,840
Quiver of Thunder (shiny),0,22,0,880
Orb of Conflict (shiny),1,22,40,880
Dirk of Cronus (shiny),2,22,80,880
Trap of the Vile Spirit (shiny),3,22,120,880
Greaterhosen (shiny),4,22,160,880
Helm of the Juggernaut (shiny),5,22,200,880
Ray Katana (shiny),6,22,240,880
Seal of Blasphemous Prayer (shiny),7,22,280,880
Deadly Keg (shiny),8,22,320,880
Mighty Stein (shiny),9,22,360,880
Barnacle Basher (shiny),10,22,400,880
Jailer's Scythe (shiny),11,22,440,880
Cloak of Bloody Surprises (shiny),12,22,480,880
Adventurer's Scarf,13,22,520,880
Torrential Staff,14,22,560,880
Celestial Recurve,15,22,600,880
Mace of the Pumpkin Effigy,16,22,640,880
Pirate's Artillery,17,22,680,880
Skull of Restless Souls,18,22,720,880
Doom's Emblem,19,22,760,880
Cavalry Lance,20,22,800,880
Cloak of the Deep,21,22,840,880
Evolutionary Records,22,22,880,880
Pollen Incendiary,23,22,920,880
Bloodbath Blade,24,22,960,880
Runes of Knowledge,25,22,1000,880
Kendo Stick (shiny),26,22,1040,880
Jewel Eye Katana (shiny),27,22,1080,880
Watarimono,28,22,1120,880
Kiritsukeru,29,22,1160,880
Reinforced Root Armor,30,22,1200,880
Traveler's Trinket,0,23,0,920
The Phylactery,1,23,40,920
Soul of the Bearer,2,23,80,920
Soulless Robe,3,23,120,920
